timestamp,open,high,low,close,volume
2018-03-02,32.1700,32.8500,30.6300,31.5200,348420481
2018-02-23,31.9600,32.3650,31.5900,32.0300,245691600
2018-02-16,30.6200,32.4700,30.5400,31.9700,393641478
2018-02-09,31.1200,31.9800,29.1300,30.3300,685427977
2018-02-02,32.2500,32.6700,31.8500,31.9500,340714658
2018-01-26,31.6700,32.2500,31.5800,32.2000,300023896
2018-01-19,31.7400,31.7900,30.3400,31.7200,369528085
2018-01-12,30.2300,31.2000,30.0500,31.1900,298712944
2018-01-05,29.7500,30.4400,29.6100,30.3300,246533002
2017-12-29,29.7400,29.9400,29.5200,29.5200,150058743
2017-12-22,29.3200,30.0300,29.2700,29.8800,341901883
2017-12-15,29.0500,29.5000,28.7100,29.0400,386903723
2017-12-08,28.8500,29.3100,28.3700,29.0500,450165200
2017-12-01,26.5200,28.7200,26.5100,28.1000,515798635
2017-11-24,26.7400,26.9000,26.5400,26.5900,155201128
2017-11-17,26.2600,27.0500,25.8100,26.6200,317797275
2017-11-10,27.7400,27.8199,26.1200,26.5100,343370708
2017-11-03,27.6500,27.9350,27.2750,27.8200,244087156
2017-10-27,27.2200,27.9800,27.0900,27.8000,345133329
2017-10-20,25.8700,27.1800,25.8700,27.1700,313106387
2017-10-13,26.2600,26.2700,25.1200,25.8300,327365038
2017-10-06,25.4600,26.3000,25.3900,26.2100,273978849
2017-09-29,24.9400,25.6400,24.5800,25.3400,324682270
2017-09-22,24.4200,25.2800,24.4100,25.0200,321302806
2017-09-15,23.2200,24.5400,23.0800,24.3800,407532818
2017-09-08,23.8300,23.8300,22.7500,22.8900,341156502
2017-09-01,23.8400,24.1800,23.1200,24.0900,271547833
2017-08-25,23.5800,24.0700,23.1400,23.7700,246082910
2017-08-18,24.2300,24.8500,23.4500,23.6200,294141521
2017-08-11,25.0100,25.3500,23.8000,23.8600,309471826
2017-08-04,24.1200,25.0800,24.0900,24.9700,326446095
2017-07-28,23.7400,24.6700,23.7250,24.0300,309569709
2017-07-21,24.2200,24.2200,23.6100,23.8000,387045979
2017-07-14,24.7200,24.9900,23.8200,24.2100,336366939
2017-07-07,24.4600,25.1100,24.4400,24.8300,266761674
2017-06-30,22.9100,24.6700,22.7300,24.2600,489154317
2017-06-23,23.6100,24.0000,22.7400,22.8200,337561512
2017-06-16,23.8200,24.1100,23.2000,23.4300,376921734
2017-06-09,22.4400,23.6700,22.0700,23.6700,388899071
2017-06-02,23.1300,23.2100,22.0900,22.4500,343194854
2017-05-26,23.1900,23.5800,22.8200,23.2400,322299676
2017-05-19,24.0600,24.1700,22.4600,23.0500,489995095
2017-05-12,23.7500,24.3100,23.7500,24.0000,293211127
2017-05-05,23.5200,24.0500,23.3300,23.7400,316645413
2017-04-28,23.2400,24.3500,23.2400,23.3400,510771339
2017-04-21,22.3600,23.1700,22.2600,22.7100,564255573
2017-04-13,23.1300,23.2800,22.3400,22.3400,322065585
2017-04-07,23.6500,23.8800,22.9300,23.1600,423126835
2017-03-31,22.2800,23.9800,22.1600,23.5900,438697709
2017-03-24,24.5800,24.7600,22.4500,23.1200,739874681
2017-03-17,25.3000,25.5500,24.8300,24.8600,410260217
2017-03-10,25.3300,25.7700,25.0800,25.3100,410915870
2017-03-03,24.2000,25.8000,24.1900,25.4400,495515064
2017-02-24,24.5900,24.9500,24.0200,24.2300,342955743
2017-02-17,23.1700,24.7700,23.1700,24.5200,580098850
2017-02-10,23.1500,23.3800,22.4500,23.0800,475571002
2017-02-03,23.2000,23.3500,22.5000,23.2900,490726248
